Année;Dépense/Recette;Investissement/Fonctionnement;Chapitre;Libellé chapitre;Rubrique fonctionnelle;Article;Libellé article;Montant;Réel/Ordre id/Ordre diff
2013;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R9333;A6513;Bourses;65000.0;OR
2013;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93312;A6478;Autres charges sociales diverses;19001.0;OR
2013;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93312;A6453;Cotisations aux caisses de retraite;967733.0;OR
2013;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R9330;A6453;Cotisations aux caisses de retraite;1500.0;OR
2013;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93312;A6414;Personnel rémunéré a la vacation;37908.0;OR
2013;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93312;A64131;Rémunérations du personnel non titulaire;1187616.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9350;A611;Contrats de prestations de services;25000.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9351;A6068;Autres matières et fournitures;143500.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9350;A6068;Autres matières et fournitures;36000.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9351;A60661;Médicaments;22200.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9350;A6064;Fournitures administratives;368200.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9350;A60623;Alimentation;50000.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9351;A60611;Eau et assainissement;90000.0;OR
2010;Dépense;Fonctionnement;C934;PREVENTION MEDICO-SOCIALE;R9341;A65888;Autres;3000.0;OR
2010;Dépense;Fonctionnement;C934;PREVENTION MEDICO-SOCIALE;R9342;A6574;Subventions de fonctionnement aux associations et autres organismes de droit privé;2303440.0;OR
2010;Dépense;Fonctionnement;C934;PREVENTION MEDICO-SOCIALE;R9342;A65734;Subventions de fonctionnement aux Communes et structure intercommunales;1300000.0;OR
2010;Dépense;Fonctionnement;C934;PREVENTION MEDICO-SOCIALE;R9341;A6568;Autres participations;1986325.0;OR
2010;Dépense;Fonctionnement;C934;PREVENTION MEDICO-SOCIALE;R9342;A6453;Cotisations aux caisses de retraite;107700.0;OR
2010;Dépense;Fonctionnement;C934;PREVENTION MEDICO-SOCIALE;R9341;A6453;Cotisations aux caisses de retraite;5018800.0;OR
2010;Dépense;Fonctionnement;C934;PREVENTION MEDICO-SOCIALE;R9341;A6451;Cotisations à l  U.R.S.S.A.F.;3166200.0;OR
2010;Dépense;Fonctionnement;C934;PREVENTION MEDICO-SOCIALE;R9342;A64131;Rémunérations du personnel non titulaire;1000.0;OR
2010;Dépense;Fonctionnement;C934;PREVENTION MEDICO-SOCIALE;R9341;A64131;Rémunérations du personnel non titulaire;558500.0;OR
2010;Dépense;Fonctionnement;C934;PREVENTION MEDICO-SOCIALE;R9341;A64111;Rémunération principale;16724200.0;OR
2010;Dépense;Fonctionnement;C934;PREVENTION MEDICO-SOCIALE;R9342;A6338;Autres impôt. taxes et versements assimilés sur rémunérations;1300.0;OR
2010;Dépense;Fonctionnement;C934;PREVENTION MEDICO-SOCIALE;R9342;A6331;Versement de transport;10900.0;OR
2010;Dépense;Fonctionnement;C934;PREVENTION MEDICO-SOCIALE;R9342;A6283;Frais de nettoyage des locaux;3000.0;OR
2010;Dépense;Fonctionnement;C934;PREVENTION MEDICO-SOCIALE;R9341;A6227;Frais d actes et de contentieux;15000.0;OR
2010;Dépense;Fonctionnement;C934;PREVENTION MEDICO-SOCIALE;R9341;A6188;Autres frais divers;161000.0;OR
2010;Dépense;Fonctionnement;C934;PREVENTION MEDICO-SOCIALE;R9341;A61558;Entretien et réparations sur autres biens mobiliers;10000.0;OR
2010;Dépense;Fonctionnement;C934;PREVENTION MEDICO-SOCIALE;R9342;A60636;Habillement et Vêtements de travail;300.0;OR
2010;Dépense;Fonctionnement;C934;PREVENTION MEDICO-SOCIALE;R9341;A60631;Fournitures d entretien;14000.0;OR
2010;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93311;A6713;Dots et prix;38105.0;OR
2010;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R9333;A6574;Subventions de fonctionnement aux associations et autres organismes de droit privé;489244.0;OR
2010;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93311;A6568;Autres participations;433140.0;OR
2010;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93314;A6478;Autres charges sociales diverses;6500.0;OR
2010;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93311;A6478;Autres charges sociales diverses;232000.0;OR
2010;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93311;A6453;Cotisations aux caisses de retraite;20000.0;OR
2010;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R9332;A6451;Cotisations à l  U.R.S.S.A.F.;410900.0;OR
2010;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93311;A6451;Cotisations à l  U.R.S.S.A.F.;20000.0;OR
2010;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93311;A6414;Personnel rémunéré a la vacation;272450.0;OR
2010;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R9332;A6336;Cotisations au C.N.F.P.T. et au centre de gestion de la fonction publique territoriale;29700.0;OR
2010;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93315;A6283;Frais de nettoyage des locaux;52920.0;OR
2010;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93311;A6245;Transports de personnes extérieures à la collectivité;106800.0;OR
2010;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R9332;A6188;Autres frais divers;2967790.0;OR
2010;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93315;A6188;Autres frais divers;321112.0;OR
2010;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93312;A6188;Autres frais divers;20000.0;OR
2010;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R9332;A6156;Maintenance;78921.0;OR
2010;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93315;A6156;Maintenance;108300.0;OR
2010;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93312;A61558;Entretien et réparations sur autres biens mobiliers;10000.0;OR
2010;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93311;A6135;Locations mobilières;429452.92;OR
2010;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93314;A6068;Autres matières et fournitures;99002.0;OR
2010;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93312;A6068;Autres matières et fournitures;4000.0;OR
2010;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93311;A6068;Autres matières et fournitures;850.0;OR
2010;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93314;A60668;Autres produits pharmaceutiques;20.0;OR
2010;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93314;A6064;Fournitures administratives;37400.0;OR
2010;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93315;A60636;Habillement et Vêtements de travail;1700.0;OR
2010;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93312;A60636;Habillement et Vêtements de travail;42500.0;OR
2010;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R9332;A60612;Energie - Electricité;329274.0;OR
2010;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R93221;A6574;Subventions de fonctionnement aux associations et autres organismes de droit privé;228600.0;OR
2010;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9320;A65734;Subventions de fonctionnement aux Communes et structure intercommunales;37000.0;OR
2010;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R93221;A65512;Dotation de fonctionnement des collèges privés;9182153.0;OR
2010;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R93221;A6451;Cotisations à l  U.R.S.S.A.F.;3040000.0;OR
2010;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9320;A6414;Personnel rémunéré a la vacation;57200.0;OR
2010;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9320;A64112;Supplément famillial de traitement et indemnité de résidence;91500.0;OR
2010;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9321;A6332;Cotisations versées au F.N.A.L.;100.0;OR
2010;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9320;A6332;Cotisations versées au F.N.A.L.;15100.0;OR
2010;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R93221;A6331;Versement de transport;417800.0;OR
2010;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9328;A6283;Frais de nettoyage des locaux;84000.0;OR
2010;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R93221;A6245;Transports de personnes extérieures à la collectivité;2200.0;OR
2010;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9328;A6188;Autres frais divers;1287215.0;OR
2010;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R93221;A6188;Autres frais divers;2492807.0;OR
2010;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9323;A6156;Maintenance;110000.0;OR
2010;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9328;A6135;Locations mobilières;72700.0;OR
2010;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R93221;A6135;Locations mobilières;1000.0;OR
2010;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R93221;A611;Contrats de prestations de services;77470.0;OR
2010;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9328;A60631;Fournitures d entretien;1500.0;OR
2010;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9328;A60623;Alimentation;13000.0;OR
2010;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9328;A60612;Energie - Electricité;30399.0;OR
2010;Dépense;Fonctionnement;C931;SECURITE;R9310;A65734;Subventions de fonctionnement aux Communes et structure intercommunales;550000.0;OR
2010;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A6718;Autres charges exceptionnelles sur opérations de gestion;5243.0;OR
2010;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R93021;A666;Pertes de change;1000.0;OR
2010;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A65888;Autres;10.0;OR
2010;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A654;Pertes sur créances irrécouvrables;80000.0;OR
2010;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R93021;A6534;Cotisations de sécurité sociale des élus départementaux - part patronale;8600.0;OR
2010;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R93021;A6533;Cotisations de retraite des élus départementaux;57700.0;OR
2010;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R93048;A65228;Autres frais d hébergement;4500.0;OR
2010;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930201;A64832;Contributions au Fonds de compensation de cessation progressive d activité;609000.0;OR
2010;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930201;A64831;Indemnités aux agents;1000.0;OR
2010;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A6475;Médecine de travail. pharmacie;37000.0;OR
2010;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930201;A6417;Rémunérations des apprentis;275800.0;OR
2010;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930201;A64136;Indemnités liées à la perte d emploi;25500.0;OR
2010;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930201;A64118;Autres indemnités;15126800.0;OR
2010;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930201;A64112;Supplément famillial de traitement et indemnité de résidence;1051500.0;OR
2010;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A6358;Autres droits;2700.0;OR
2010;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R93021;A6331;Versement de transport;3025.0;OR
2010;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930201;A6331;Versement de transport;966575.0;OR
2010;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A62878;Remboursements de frais à des tiers;45000.0;OR
2010;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A6283;Frais de nettoyage des locaux;1110544.0;OR
2010;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A6282;Frais de gardiennage;2308000.0;OR
2010;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A6262;Frais de télécommunications;2370534.0;OR
2010;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R93048;A6251;Voyages. déplacements et missions;4000.0;OR
2010;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A6232;Fêtes et cérémonies;1500.0;OR
2010;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A6231;Annonces et insertions;300000.0;OR
2010;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A6228;Diverses rémunérations d intermédiaires er honoraires;5000.0;OR
2010;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930201;A6227;Frais d actes et de contentieux;1000.0;OR
2010;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930201;A6188;Autres frais divers;82000.0;OR
2015;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A6135;Locations mobilières;456055.0;OR
2015;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R93023;A6132;Locations immmobilières;50000.0;OR
2015;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R93023;A60632;Fournitures de petit équipement;13000.0;OR
2015;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R93021;A60632;Fournitures de petit équipement;2000.0;OR
2015;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A60623;Alimentation;65540.0;OR
2015;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A60612;Energie - Electricité;1489582.0;OR
2015;Recette;Fonctionnement;C946;TRANSFERT ENTRE SECTIONS;R946;A777;Quote-part des subventions d investissement transférées au résultat de l exercice;21559698.0;OE
2015;Recette;Investissement;C926;TRANSFERT ENTRE SECTIONS;R926;A2817313;Amortissement des bâtiments sociaux et médico-sociaux reçus au titre d une mise à disposition;30981.0;OE
2015;Recette;Investissement;C926;TRANSFERT ENTRE SECTIONS;R926;A2814;Amortissement des constructions sur sol d autrui;273267.0;OE
2015;Recette;Investissement;C926;TRANSFERT ENTRE SECTIONS;R926;A281351;Amortissement des installations générales. agencements. aménagement des bâtiments publics;16319617.0;OE
2015;Recette;Investissement;C926;TRANSFERT ENTRE SECTIONS;R926;A281328;Amortissement des autres bâtiments privés;44480.0;OE
2015;Recette;Investissement;C926;TRANSFERT ENTRE SECTIONS;R926;A2804142;Amortissement des subventions d équipement bâtiments et installations versées aux Communes et structures intercommunales;23574118.0;OE
2015;Recette;Investissement;C908;TRANSPORTS;R90821;A1328;Autres subventions d équipement non transférables;116000.0;OR
2015;Recette;Investissement;C908;TRANSPORTS;R90821;A1321;Subventions d équipement non transférables - Etat et établissements nationaux;3127000.0;OR
2015;Dépense;Investissement;C908;TRANSPORTS;R90821;A23151;Réseaux de voirie en cours;8307520.99;OR
2014;Recette;Investissement;C900;SERVICES GENERAUX;R900202;A165;Dépots et cautionnements reçus;1000.0;OR
2014;Dépense;Investissement;C900;SERVICES GENERAUX;R900202;A2157;Matériel et outillage technique;490000.0;OR
2014;Dépense;Investissement;C900;SERVICES GENERAUX;R900202;A2128;Autres agencements et aménagements;14000.0;OR
2014;Dépense;Investissement;C900;SERVICES GENERAUX;R900202;A2033;Frais d insertion;158590.0;OR
2014;Dépense;Investissement;C902;ENSEIGNEMENT;R90221;A2764;Créances sur des particuliers et autres personnes de droit privé;647470.97;OR
2014;Dépense;Investissement;C902;ENSEIGNEMENT;R90221;A21841;Matériel de bureau et mobilier scolaires;2802853.23;OR
2014;Dépense;Investissement;C902;ENSEIGNEMENT;R90221;A2111;Terrains nus;282000.0;OR
2014;Dépense;Investissement;C902;ENSEIGNEMENT;R9023;A2031;Frais d études;20000.0;OR
2014;Recette;Investissement;C903;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R90312;A1312;Subventions d équipement transférables - Régions;29414.0;OR
2014;Dépense;Investissement;C903;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R9032;A231314;Constructions bâtiments culturels et sportifs en cours;4293632.71;OR
2014;Dépense;Investissement;C903;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R90315;A2188;Autres;2000.0;OR
2014;Dépense;Investissement;C903;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R90315;A216;Collections et oeuvres d art;55000.0;OR
2014;Dépense;Investissement;C903;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R9032;A2157;Matériel et outillage technique;98000.0;OR
2014;Dépense;Investissement;C905;ACTION SOCIALE (hors RMI et RSA);R9050;A2181;Installations générales. agencements et aménagements divers;29404.83;OR
2014;Dépense;Investissement;C905;ACTION SOCIALE (hors RMI et RSA);R9058;A2157;Matériel et outillage technique;1000.0;OR
2014;Dépense;Investissement;C905;ACTION SOCIALE (hors RMI et RSA);R9050;A21313;Bâtiments sociaux et médico-sociaux;1702500.0;OR
2014;Dépense;Investissement;C905;ACTION SOCIALE (hors RMI et RSA);R9052;A20422;Subventions bâtiments et installations versées aux personnes de droit privé;5250.0;OR
2014;Recette;Investissement;C906;RESEAUX ET INFRASTRUCTURES;R90621;A1345;Produits des amendes de radars automatiques;55000.0;OR
2014;Recette;Investissement;C906;RESEAUX ET INFRASTRUCTURES;R90621;A1322;Subventions d équipement non transférables - Régions;125049.0;OR
2014;Dépense;Investissement;C906;RESEAUX ET INFRASTRUCTURES;R9060;A2157;Matériel et outillage technique;160000.0;OR
2014;Dépense;Investissement;C906;RESEAUX ET INFRASTRUCTURES;R90621;A21321;Immeubles de rapport;663000.0;OR
2014;Dépense;Investissement;C906;RESEAUX ET INFRASTRUCTURES;R90621;A2121;Plantations d arbres et arbustes;170000.0;OR
2014;Dépense;Investissement;C906;RESEAUX ET INFRASTRUCTURES;R9061;A2121;Plantations d arbres et arbustes;30000.0;OR
2014;Dépense;Investissement;C908;TRANSPORTS;R9080;A2157;Matériel et outillage technique;6800.0;OR
2014;Dépense;Investissement;C909;DEVELOPPEMENT ECONOMIQUE;R9090;A21848;Autres matériel de bureau et mobiliers;5000.0;OR
2014;Dépense;Investissement;C913;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R91311;A20422;Subventions bâtiments et installations versées aux personnes de droit privé;5000.0;OR
2014;Dépense;Investissement;C913;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R91311;A204142;Subventions bâtiments et installations versées aux communes et structures intercommunales;5623906.55;OR
2014;Dépense;Investissement;C914;PREVENTION MEDICO-SOCIALE;R9148;A20422;Subventions bâtiments et installations versées aux personnes de droit privé;831974.94;OR
2014;Recette;Investissement;C915;ACTION SOCIALE (hors RMI et RSA);R9151;A275;Dépots et cautionnements versés;3000.0;OR
2014;Dépense;Investissement;C915;ACTION SOCIALE (hors RMI et RSA);R9152;A20422;Subventions bâtiments et installations versées aux personnes de droit privé;47693.06;OR
2014;Dépense;Investissement;C916;RESEAUX ET INFRASTRUCTURES;R91621;A204182;Subventions d équipement bâtiments et installations versées aux organismes publics divers;7774000.0;OR
2014;Dépense;Investissement;C916;RESEAUX ET INFRASTRUCTURES;R91628;A204142;Subventions bâtiments et installations versées aux communes et structures intercommunales;200000.0;OR
2014;Dépense;Investissement;C916;RESEAUX ET INFRASTRUCTURES;R9161;A204142;Subventions bâtiments et installations versées aux communes et structures intercommunales;740000.0;OR
2014;Dépense;Investissement;C917;AMENAGEMENT ET ENVIRONNEMENT;R9172;A20422;Subventions bâtiments et installations versées aux personnes de droit privé;29360000.0;OR
2014;Recette;Investissement;C921;TAXES NON AFFECTEES;R921;A10224;Versement pour dépassement du plafond légal de densité (P.L.D.);1500000.0;OR
2014;Recette;Investissement;C923;DETTES ET AUTRES OPERATIONS FINANCIERES;R923;A166;Refinancement de dette;194000000.0;OR
2014;Dépense;Investissement;C923;DETTES ET AUTRES OPERATIONS FINANCIERES;R923;A1641;Emprunts en euro;26803000.0;OR
2014;Dépense;Investissement;C924;OPERATION POUR COMPTE DE TIERS;R92407;A45811;MANDAT (D) IUT GENNEVILLIERS;50943.39;OR
2014;Recette;Investissement;C926;TRANSFERT ENTRE SECTIONS;R926;A281848;Amortissement des autres matériels de bureau et mobiliers;687100.0;OE
2014;Recette;Investissement;C926;TRANSFERT ENTRE SECTIONS;R926;A281314;Amortissement des bâtiments culturels et sportifs;2115081.0;OE
2014;Recette;Investissement;C926;TRANSFERT ENTRE SECTIONS;R926;A281313;Amortissement des bâtiments sociaux et médico-sociaux;3762367.0;OE
